A+B+G lasso,C elastic-net,D stacked,E Bayesian,Model 5 (composite)
0.21121796679505705,0.20739486872159146,0.18927325763071315,0.28420696369572146,0.2230232642107708
0.052823058636871464,0.07595396803247181,0.165571674850641,0.08134539819448544,0.09392352492861743
0.055077394510395825,0.06514425816747035,0.16722665391134128,0.01560593816021855,0.0757635611873565
0.09709654695891115,0.09405723073870469,0.1665157163572098,0.11470734944282499,0.11809421087441266
0.2004107826520683,0.19819937304473417,0.17398041554212837,0.2021581204707959,0.1936871729274317
0.2714666716798211,0.28343976400369125,0.18503341723893654,0.4612324670257196,0.3002930799870421
0.09464104529747888,0.10081480518473684,0.17398751534054138,0.03554391846657147,0.10124682107233214
0.10981013582647145,0.10915173315186136,0.17196175764022648,0.0303474817452697,0.10531777709095724
0.09408749642120123,0.08581676572875058,0.16727503916339076,0.0884316013820306,0.10890272567384329
0.13798182059379135,0.13756118185161567,0.17795932043683352,0.062152562521830955,0.1289137213510179
0.24780225991517363,0.22428794004360206,0.17302411867299122,0.2698883149007755,0.2287506583831356
0.6729792938873436,0.5785863083272275,0.24852548551768977,0.6708277915956222,0.5427297198319707
0.08730769551770615,0.10469629448274806,0.1658579512276694,0.07328626685985278,0.1077870520219941
0.1779699700527641,0.1758491411388068,0.16983270297836434,0.2429779723428689,0.19165744662820106
0.07889836552483263,0.08964674669121157,0.16795733953950012,0.04216634937078668,0.09466720028158275
0.0750088560064895,0.07297122909059264,0.164214195398742,0.25998487086998134,0.14304478784145136
0.20513887787473634,0.2103581608528196,0.1786556779599167,0.24318877850240989,0.20933537379747064
0.04536281432486751,0.0532663194267886,0.16728529123195618,0.020007989897888982,0.07148060372037532
0.1312862588303978,0.12881810307333824,0.19434096770807158,0.18609106509543205,0.16013409867680992
0.1698439893627257,0.16203854315820332,0.17427683339051275,0.08987963385176494,0.14900974994080168
0.056323949265978154,0.05846389646280188,0.1618165438599036,0.10788389274766064,0.09612207058408606
0.31772667275307576,0.28197379732313754,0.19383511447217971,0.14312980417067628,0.2341663471797673
0.07641617256650464,0.08194858263850299,0.17510460058035276,0.0296768407826676,0.090786549142007
0.34767103772804625,0.29766729304266754,0.21813406014345102,0.29640152647999357,0.2899684793485396
0.1111155048120391,0.11236892751380193,0.16590670206634547,0.0636466884811534,0.11325945571833498
0.36469906571757377,0.3128866247692448,0.18518269617296826,0.25957698625668174,0.28058634322911713
0.044358364500380325,0.055065943493880484,0.16597110936942974,0.04712713068687717,0.07813063701264193
0.074850585842075,0.08658560879087511,0.16803563234661706,0.0573594656478591,0.09670782315685657
0.026576357555950374,0.03536956848646151,0.15910381593510114,0.016591677368202846,0.05941035483642897
0.6725788580479299,0.6063903416644721,0.21943363409305583,0.6997645930039434,0.5495418567023503
0.22938577041319394,0.2122505263208291,0.17988977053438554,0.2639616853740678,0.22137193816061912
0.10169680334410554,0.10703806407915661,0.17202420613694241,0.03979609901772433,0.10513879314448223
0.3386550086535514,0.3154212838588829,0.18918233339101634,0.4365562587027568,0.31995372115155185
0.18040433970585418,0.1627903007909643,0.1792586037941807,0.07029202696884526,0.1481863178149611
0.2901361693274992,0.2937662416407346,0.179088096389273,0.5840429504365369,0.3367583644485109
0.3473545018591512,0.30272452135864975,0.17885189118539463,0.614118223717842,0.3607622845302594
0.04321648462937832,0.05938301890495906,0.16390834284133168,0.09144032586088222,0.08948704305913782
0.2735187751560656,0.26152861249516357,0.1767256877466943,0.5502894419214137,0.3155156293298343
0.148697619195357,0.17196284694099567,0.19500937104013283,0.1883189581787103,0.17599719883879894
0.14166323816061485,0.13825556860001426,0.17324537826679934,0.1478222598118919,0.15024661120983007
0.4033144325273099,0.35260296523834017,0.21312944359698544,0.4256251829187948,0.34866800607035764
0.17152816776379476,0.1603827918229297,0.17273331061764213,0.3386597847005485,0.21082601372622878
0.1427927091712678,0.14281354052420325,0.17221342863127936,0.09037969474139704,0.13704984326703687
0.014867886786670958,0.01972454577234583,0.16580160422644416,0.01317064493446438,0.05339117042998133
0.08339709885759904,0.08814253608196433,0.16676698826674635,0.041164532556635144,0.09486778894073622
0.28114415035810797,0.26136649783943794,0.1768617255447187,0.2551410227691423,0.24362834912785172
0.37180101439237007,0.3176313372980915,0.19101620342499084,0.39644179851268585,0.31922258840703455
0.1059707985990368,0.11109170727522084,0.16812893258224865,0.06070910654151016,0.11147513624950411
0.14378740840585713,0.1484879142389211,0.17078023641541495,0.13089010875291723,0.1484864169532776
0.29561958763751234,0.2631396778039602,0.17632020976628315,0.19834504113235676,0.23335612908502812
0.08876416574989435,0.08555342570750003,0.1716519477220071,0.09952755430033275,0.11137427336993355
0.09870637532634441,0.10107745530065335,0.1706142668216275,0.06434791059332959,0.10868650201048871
0.11911459148628198,0.12132825842978459,0.170229447522091,0.1224564965301563,0.13328219849207848
0.06182663463972597,0.07367213957004344,0.16685115288551883,0.04182903421011526,0.08604474032635087
0.10155504326406403,0.09756462776244701,0.16553655097282566,0.06839806383257974,0.1082635714579791
0.08554812573845379,0.09959231150303832,0.18362372485516754,0.1298026411799561,0.12464170081915393
0.08912059712014166,0.10556737112469683,0.17378040799805855,0.09430107934561374,0.1156923638971277
0.03128420423565997,0.03628841816411678,0.16258720528918855,0.03872386041478267,0.06722092202593699
0.11658803380807936,0.12044851161148502,0.17649516808479865,0.0796972406246654,0.12330723853225711
0.24157245824364892,0.20806924138856941,0.17394344581040466,0.1741563961472545,0.19943538539746938
0.23523760883520137,0.20063937820961666,0.1856922764531906,0.1806261198220782,0.20054884583002172
0.1680972495640331,0.15707403994856206,0.17212912406915887,0.045533698062650216,0.13570852791110105
0.0680978587011609,0.09429509896922213,0.176340163267199,0.15715360381498772,0.12397168118814243
0.11986897701414649,0.1323623710461853,0.1751955431050421,0.07663788888448682,0.1260161950124652
0.21635495170868216,0.211675596091735,0.18644055610606017,0.1699152268524309,0.19609658268972704
0.08518833386670069,0.08003511418278518,0.16850026170499233,0.05074159387886702,0.0961163259083363
0.45971050600775143,0.3863563899605983,0.20236710705968894,0.4873747474266308,0.38395218761366734
0.210030508070794,0.22437054011117166,0.18987508945198608,0.20417141647798923,0.20711188852798523
0.1713573835425814,0.16929980668352868,0.17614458421811202,0.16317610345291872,0.1699944694742852
0.026038377554295816,0.027775626402694948,0.1687041273690554,0.10625150266165131,0.08219240849692437
0.07527501890972692,0.08731046036239598,0.1705507764588841,0.052939470800287235,0.09651893163282356
0.1853471162297669,0.17104409602559717,0.17178062049326975,0.205830492251846,0.18350058125011995
0.6322545231459938,0.5196587787396126,0.22752382873208649,0.3947781569744323,0.4435538218980313
0.227359790026011,0.20884584262958575,0.1834084745071219,0.09930114036647394,0.17972881188229814
0.2509265594236754,0.21534723045779894,0.17911033807698704,0.11561427945931527,0.19024960185444417
0.15555382391828837,0.148480382406648,0.18328427538843284,0.15023641265135937,0.15938872359118214
0.06105231541293001,0.0612931486526536,0.16366265185751822,0.1282401219950816,0.10356205947954586
0.3263118234096903,0.2619583536667809,0.1912984962986864,0.09868075425681191,0.21956235690799233
0.18472175989062417,0.1737230357647062,0.18064538872111266,0.12407074287084244,0.16579023181182137
0.1266037551123447,0.13070336293402,0.17318857336619015,0.10668757740110497,0.13429581720341496
0.1887502474376555,0.179703932852204,0.17423434437676907,0.19912677241495924,0.18545382427039697
0.35405674261267545,0.3013143916903139,0.1835971592935132,0.2618008229357899,0.2751922791330731
0.0520897308565932,0.0599450836890113,0.1614223478609915,0.08517796439530034,0.08965878170047409
0.11021504449970447,0.15109041227177683,0.20885356811140238,0.07743170487430578,0.13689768243929737
0.3644954687823281,0.30949308690352906,0.20387490598847907,0.31587057920679845,0.29843351022028364
0.4839739004052609,0.38557552969293385,0.19840444589900053,0.2359097098628966,0.325965896465023
0.09457039580812042,0.09745563346800741,0.16628834873647919,0.16504634536515414,0.1308401808444403
0.0751983624898783,0.07495313974400597,0.16400759404433463,0.030364784182995742,0.08613097011530367
0.1850219194297375,0.19457748894895122,0.19801700794531496,0.3770970185607492,0.2386783587211882
0.3142139218104083,0.2655596819184295,0.18834932366381776,0.1353046770838104,0.2258569011191165
0.028262031554156887,0.038273073095799096,0.1670497898473065,0.04431207346424278,0.06947424199037631
0.354765712020288,0.3874860816291639,0.17044358759053618,0.5001109923769069,0.35320159340422375
0.08003882623276048,0.08282136051404228,0.16335053398576133,0.18362168986442964,0.12745810264924842
0.08581022766644476,0.09416442373343234,0.17140624003256003,0.04100428853204361,0.09809629499112019
0.056384732054854246,0.06903255363937978,0.16859980286683224,0.02528006485572789,0.07982428835419852
0.06634629738916972,0.07197333428316266,0.1691603476734318,0.034170881167552083,0.08541271512832907
0.08797145037637553,0.08204813450450535,0.16595903420505886,0.06223904337390931,0.09955441561496225
0.17412951803190665,0.17549681879706744,0.18363583725800411,0.08303941934341535,0.15407539835759837
0.0780299209101991,0.0906616629365575,0.16465243979436847,0.05698100559751481,0.09758125730965996
0.12915345488935168,0.1369706858436754,0.17442090937542792,0.10131100822859782,0.1354640145842632
0.5216728880215042,0.420673151104532,0.2090657167540125,0.5620245396897283,0.42835907389244426
0.08815189244645447,0.09723903534535225,0.17222285868743611,0.14355341900693733,0.12529180137154503
0.07496474581878967,0.08020050774191291,0.17485829195673186,0.047168482364835576,0.0942980069705675
0.3825210228502159,0.3382394529432071,0.20395289953784382,0.38381880759309955,0.3271330457310916
0.27527277064382805,0.25967468545995065,0.19536974798285717,0.23244153778415585,0.24068968546769795
0.09783248905120462,0.11052369523846992,0.1642845214715177,0.09669714497887713,0.11733446268501735
0.41306322944785084,0.3471930133560156,0.20519069958301078,0.269170400705994,0.3086543357732178
0.04174877464577798,0.05189023747290271,0.16665032551106293,0.010698840098424365,0.06774704443204199
0.10217796715575209,0.10180478248810625,0.167385456613313,0.1314283652685846,0.12569914288143896
0.047614773402664366,0.07468284670093395,0.16554353602551974,0.25275369445942775,0.13514871264713646
0.0647874571984901,0.07024071067530256,0.1665658877544333,0.02893485052685622,0.08263222653877055
0.16280430225860257,0.1523225944564292,0.17547896874678562,0.05568112276860707,0.1365717470576061
0.28366611576326684,0.23288624229249252,0.18765674638406066,0.17092606845616093,0.21878379322399522
0.0856532246149203,0.09079891406599222,0.1691376008114566,0.03368351731671429,0.09481831420227085
0.18504650358236532,0.1417262727153803,0.17624004361338583,0.12955758042613924,0.15814260008431769
0.04115909926230386,0.04753756422805404,0.16406122894078184,0.10147638521891619,0.088558569412514
0.14031641752995502,0.13525410478788877,0.1709941177598906,0.046545301114813344,0.12327748529813694
0.08488935239375571,0.0865113370270852,0.17168204062826725,0.03373334619986214,0.09420401906224257
0.08304076596727812,0.08913022019659674,0.17009608591514686,0.022840971219022038,0.09127701082451095
0.14213714365437943,0.13436671643780435,0.1800178204970529,0.06521715144266094,0.1304347080079744
0.11017015741245076,0.11395938944153598,0.17353348308611802,0.06650997519983168,0.1160432512849841
0.02277784991058285,0.03111459384707634,0.15784816083727293,0.01548527661287728,0.05680647030195235
0.08069511336027141,0.13164442438486915,0.1766433321502554,0.330315881370068,0.179824687816366
0.10130937068009889,0.09140503114815714,0.1667040784702424,0.09970284299542465,0.11478033082348077
0.2178042030444407,0.2072270276301728,0.17704585439056136,0.13528124071248004,0.18433958144441373
0.04576707825967245,0.04551397973558895,0.16215243637418647,0.06042577256528854,0.07846481673368409
0.22301309744819492,0.18343946685798102,0.18262380656448526,0.09465615301464306,0.17093313097132606
0.11878133997024934,0.11943890880587849,0.17352022244892176,0.0675333670580409,0.11981845957077263
0.028070153213569943,0.03962437650690624,0.16870808799171916,0.020829341734397367,0.06430798986164818
0.08561370870920915,0.0811739845306753,0.1674118721473644,0.08179379776592091,0.10399834078829243
0.1417041673536407,0.15108487348361593,0.1710027103078981,0.1598240670402776,0.15590395454635808
0.3964461472092927,0.338709231333039,0.1786621627728174,0.5354669864282553,0.36232113193585114
0.10205060988556416,0.10492563649080051,0.1696816382362512,0.027930880149980207,0.10114719119064902
0.3146622772466618,0.25818823142322317,0.1982042660322364,0.2678208528011439,0.25971890687581634
0.19899224570080493,0.17187710268637107,0.17552690153127906,0.14653115222785684,0.17323185053657797
0.12807032404585622,0.1463662428278783,0.1673563246900772,0.13656022313817578,0.1445882786754969
0.29795415890767657,0.24827195138093333,0.18371336076990624,0.25513480926175086,0.24626857008006675
0.18503649816187623,0.1696269446727816,0.16891729380397563,0.030659274858464737,0.13856000287427456
0.0949688588588868,0.10156927025602769,0.17262289679647783,0.05411809373377957,0.10581977991129297
0.051115775539347284,0.06854268206957612,0.16761568847583597,0.06453142746662133,0.08795139338784518
0.595055787309181,0.49013080089348576,0.2020443936491262,0.4270070437246902,0.4285595063941208
0.332399075924233,0.2710942116552463,0.18561237981111148,0.16781541419935095,0.23923027039748543
0.014630235466196326,0.026376849260362788,0.16426724071290075,0.09473236980550634,0.07500167381124155
0.14160287089287255,0.13300603264489333,0.18103051244202933,0.23749412918603668,0.17328338629145798
0.1021011503633467,0.11037000734832254,0.16426702939851362,0.11986064552936508,0.12414970815988699
0.10585356425600509,0.10766954180053975,0.168470154436109,0.1241725164202931,0.12654144422823674
0.07859475170486502,0.07651874264580893,0.16561959113927738,0.03868436687789702,0.08985436309196208
0.3336122000009253,0.3137872271041622,0.18300550177007008,0.45847869623916937,0.32222090627858174
0.22711009869423604,0.22321502065149273,0.17647100771054175,0.16387680805402144,0.19766823377757298
0.1670345106888572,0.15059052985540722,0.17843669864044076,0.07462782412055505,0.14267239082631505
0.25526608245215104,0.24243439813428952,0.1797354460570523,0.46224933797246115,0.2849213161539885
0.13126283481643206,0.14774921455770823,0.1807059100164231,0.0952278167283678,0.13873644402973279
0.12932655349619282,0.1426303611149879,0.17875105647032194,0.26810484675697255,0.1797032044596188
0.5055417302440438,0.3913027109337151,0.20499740544454942,0.6200665895744033,0.4304771090491779
0.1317160191086338,0.12978216635857237,0.177779811830916,0.06810014507264486,0.12684453559269177
0.07196549476115197,0.07840380502831487,0.16878644419634875,0.02162223928014951,0.08519449581649127
0.15418103283936707,0.17105649037035017,0.17799948443159283,0.2258501267196818,0.18227178359024798
0.02345692339624305,0.03625309613280437,0.1577619287196387,0.01328407248326656,0.05768900518298817
0.2040083897601208,0.19153638605740703,0.1706383934389401,0.11847871075988452,0.1711654700040881
